comment,Sentiment Score
"Congress Pawan Khera refutes Muslim claims.. 
Congress says it has not promised deputy CM post to Muslims. Post election victory Congress not only refutes Muslim claims Safi Sadi who is asking for deputy CM post for Muslims is backed by BJP. Within 48 hours of election victory Congress slaps on the face of Muslims.. Hahah","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.3818}"
Interesting. Subscribed.,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}"
""" HISTORY has a Nemesis for every SIN. "" ~ Theodor Mommsen
"" इतिहास में हर पाप के लिए एक दंड है ।"" ~ थिओडोर मोमसेन ","{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.5574}"
"All congrats to Congress party, but fun starts for CM post and then legendary infighting of Congress plus flip every 5 years","{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.8555}"
Karnatakans are smart people that is why they rejected bjp,"{'neg': 0.367, 'neu': 0.333, 'pos': 0.3, 'compound': -0.1531}"
"Dear deshbhakt, if you follow Karnataka political history then you must be knowing that for last 38 years no political party repeated incumbency","{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.6486}"
I want to inform you that I’m the outgoing assembly; BJP had 16 seats from Bangalore. They just retained it it. This wasn’t a sweep for the BJP.,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3818}"
"freebies win, now politicians getting vote on freebies. same thing kejriwal has done in Delhi. so now instead of religion votes, freebies come into picture. Hope we are not next srilanka or Pakistan bcoz of this freebies","{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.9509}"
That's why called educated peoples state ..️,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Karnataka didn't reject modi and never.the lack of good governance by the chief minister and his ministers were responsible for their own downfall and not by the B JP party.,"{'neg': 0.099, 'neu': 0.387, 'pos': 0.514, 'compound': 0.8252}"
"ಸುಪರ್ 
ಜೈ ಸಿದ್ದರಾಮಯ್ಯ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"The whole country should send BJ Pee and Moody for Sixer, they should be banned for all their unlawful activities in the country.","{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.6705}"
We love only bjp… lots of developments is going on in 🇮🇳… BJP thanks ,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.7964}"
All political people only plays emotional games with small vendors ,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.3818}"
"Nafrat ka bazaar band, aur mohabbat ki dukaan Khuli hai - Rahul Gandhi.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
A blind devotee does not become a patriot if he keeps his channel patriotic.....,"{'neg': 0.239, 'neu': 0.531, 'pos': 0.23, 'compound': -0.0258}"
The support in city area for BJP is only due to godimedia. Don't underestimate the power of Godimedia,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.5556}"
MAIN reason is we south states GST taxes are used by north states almost 80% that has fueled away many tax payers to go away from BJP. Money is issue we are not getting our money back so. IT is real fact.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Karnataka voted against BJP and Modi because unlike Bimaru states they have brains. They are not overpopulated, uneducated and jobless.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Congress won also because of freebies . Now people started to taunt them reminding their freebies ,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.6808}"
"Today reminds me of the Saturday night Live shows of deshbhakt during first COVID lockdowns where many people asked is it even possible for Congress to make a come back and Aakash answering it's almost impossible but possible only if one sticks to people centric points like Aap does. Defeat Modi on facts not by personal attacks. And finally this has happened today.
Not that 2024 is gonna be easy but atleast start has been made.","{'neg': 0.109, 'neu': 0.792, 'pos': 0.099, 'compound': -0.128}"
You nailed it Bravo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"It's just a beginning of new India ️️️️ can't wait for 2024 elections ! Mohabbat ka dukaan khul geye aab, Congress ka time aab aa geya , Rahul Gandhi is just amazing , he will be the new PM next year.","{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.6239}"
In 2024 Total India Rejects Modi,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.4939}"
Karnataka not totally rejected ..its only Muslim Votes consolidation...,"{'neg': 0.339, 'neu': 0.661, 'pos': 0.0, 'compound': -0.5563}"
Free things will not change anything in the state. People have voted for free benefits !,"{'neg': 0.0, 'neu': 0.387, 'pos': 0.613, 'compound': 0.8588}"
Hope Congress doesn't mess it up like they are doing in Rajasthan with internal political tussle ,"{'neg': 0.161, 'neu': 0.457, 'pos': 0.382, 'compound': 0.4404}"
"Fight those who believe not in Allah nor the Last Day, nor hold forbidden that which hath been forbidden by Allah and His Messenger, nor acknowledge the religion of Truth, (even if they are) of the People of the Book, until they pay the Jizyah with willing submission, and feel themselves subdued. Quran 9:29","{'neg': 0.301, 'neu': 0.627, 'pos': 0.072, 'compound': -0.743}"
"Christians are in general considered by most people as peace loving people.

Churches are seen by most people as a place of peace and love.","{'neg': 0.0, 'neu': 0.373, 'pos': 0.627, 'compound': 0.9442}"
Hanuman or anjaneya is widely known name in Karnataka than bajrang bali,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"We were fed up of a high dose of hindutva, hijab halal, polarisation, 40% commission,  arrogance and ignorance of the ministers, fake double engine govt promises. All our local BJP leaders were fuddus. There are no strong and influential leaders after Yeddi. One cant win elections on the sole basis of Modi and Shah campaigns and speeches. Local leaders need accountability. Lets see how much change Congress brings.  Particularly worried about Muslim appeasement and the insane amount of freebies promised. Lets hope the state won't go bankrupt","{'neg': 0.205, 'neu': 0.558, 'pos': 0.237, 'compound': 0.3937}"
People of karnataka understood that Modi is not coming and ruling karnataka. Local BJP leaders only will lead stae government.  So there was no point in saying vote for Modi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Proud of my state fellow peoples ,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4767}"
Karnataka is not rejected  Modi but some people voted Congress using others name video is also came to light medio has no coverage to show it that is Congress means before coming to government means hiranyakasupu palane,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.5106}"
"Bhai simple bhasha mai batau to, Kanrantak ke log hoshiyar hai unko jo chahiye,BJP ki uper se hope kam hua hai kyoki jo chahiye vo nahi mil raha milta hai jyada do, isiliye toda bjp ko side kiye hai,Parliment mai south India represent koi nahi karta our karne bhi nahi denge we are complety  neglected,
Per Capita Income is good in Karnataka but we are getting everything in high rate, current govt will increase it ife we keep govt again, and know that  by changing govt they can able to get things in managed manner, other wise current govt will apply same rule it is going  to effect some more time period  so they are changing if current govt. Kanrataka peolpe listen their heart and they are (saala) seem to be connected, politics  concentrated on basic needs of human and our Govt is not taking care then it is going to be change its several peoples choice on ground level they can obseved that all everthing is getting costlier. If BJP  Govt notices and worked on these tgey will be winner for everytime BJP not taking everyone saat they are selective now.","{'neg': 0.024, 'neu': 0.845, 'pos': 0.13, 'compound': 0.93}"
"Karnataka election me BJP ko ek bhi muslim votes nahi mila. Pura muslim ka vote Congress ko Gaya hai tabhi Congress jeeti hai. Isiliye abh BJP ko samjhna chahiye ki sabka saat, sabaka vishwash ke naare ko badal kar Hindu ka saat, Hindu ka vishwash kahana chahiye tab jakar BJP aage ki elections Jeet paayegi. Abhi Hindu's confused hai bahusankhyak hone par bhi taklip me hai.","{'neg': 0.035, 'neu': 0.965, 'pos': 0.0, 'compound': -0.3182}"
Yeah thats why there were slogans of Pakistan Zindabad post elections.,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.296}"
The south will remain an independent kingdom,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
BJP are lucky that they crossed 60 plud seats. It was due to Modi and Shah they got 60 plus otherwise it would have been 20-25 seats,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4215}"
Because modi didnot allow to announce freebies but people wants freebies though it become diwali people don’t care future consequences,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.8658}"
"As a kannadiga, it will not impact on 2024 election karnataka voter are smart, main reason for fall of bjp is wrong candidate selection, freebies scheme from congress","{'neg': 0.137, 'neu': 0.619, 'pos': 0.243, 'compound': 0.34}"
"Karnataka never reject Modi, but it will rejected BJP bcoz Local Karnataka MLA's in BJP are not good.","{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.782}"
South india 84%????,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
कर्नाटक के भोजन और जलवायु में दिमाग को चुस्त और दुरुस्त बनाये रखने के सारे गुण होते है।,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Watch Kerala story guys, we made a mistake in bringing Congress","{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.34}"
For state election the choice of BJP CM was not correct But for assembly the choice will be different. Do not forget the black moneny DK mafia spent,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.2263}"
Sidramya is great boss,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}"
Love ️ u bhai,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}"
Very nice anaLysis,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}"
Well kaniz fatima is such a good leader her husband was a good leader buf I doubt it  but,"{'neg': 0.152, 'neu': 0.366, 'pos': 0.482, 'compound': 0.6597}"
Karnatka Wale educated hai that is the main reason,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
God punish them ,"{'neg': 0.618, 'neu': 0.0, 'pos': 0.382, 'compound': -0.3182}"
One simple answer just 5 guarantees....otherwise they will not win 70 seats also...we ll see in loksabha then,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.5859}"
Jo log bol rahe hai ki Karnataka mein religious issue nhi chahiye toh kyu Congress jitne ke baad Pakistan jindabad ke nare lage,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
BJP have no political agenda they have only religious issue,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Karnataka Ppl were quite Unfortunate this time, We chose Congress bcuz they are bad, BJP state Leaders were Worst. Its a Joke that National media and Northies think that Karnataka Ppl started to consider Rahul Gandhi as PM, which is Definitely not the case.

Congress gave Freebies which was First time in Karnataka, ofcourse it looked Fancy, but looking at CM's recent Reply we have come to Understand another Lal Bagh has been kept on our ears.","{'neg': 0.18, 'neu': 0.693, 'pos': 0.127, 'compound': -0.6361}"
Bjp increased the sc &st reservation..so they lost elections in Karnataka..but in MP elections bjp win more seats than Congress,"{'neg': 0.108, 'neu': 0.613, 'pos': 0.278, 'compound': 0.5574}"
"A educated dravidan state,this state bear Modi and party silently for many years,at last they thrown away this back door 40% commission sarkar out of south.","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}"
They are smarter than the rest of the country ,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}"
"The truth is Rahul Gandhi and Congress party is  pathetic
They said they will make things better in Karnataka. Ater winning the price of electricity  increased  100 to 200Rs
I made a big mistake voting for Congress. if things are going to get worst in few years","{'neg': 0.234, 'neu': 0.459, 'pos': 0.307, 'compound': 0.296}"
South India main educated people rahta hain that's why waha BJP haarta hain .... Waha Jumlabazi nahi chalega ....,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Arre its simple formula in every south states...give freebies....looks the formula is spreading like corona!!!,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.7332}"
Karnataka neither rejected modi nor bjp we given 26 mp’s out of 28 we know the value of bjp and modi. Bjp's poor administration made them loose in Karnataka nothing else,"{'neg': 0.189, 'neu': 0.632, 'pos': 0.179, 'compound': -0.0767}"
It is not Modi s defeat because. It is related to local and hence bjp failed. Yet the percetage of voting for bjp is mot reduced but jds votes have gone to cong because it always play king maker card people have sidelined it,"{'neg': 0.212, 'neu': 0.707, 'pos': 0.081, 'compound': -0.5994}"
"This is failure of our local leaders, high corruption , no leaders not hindutv and bajarangdal, We love Modi ji","{'neg': 0.2, 'neu': 0.545, 'pos': 0.255, 'compound': 0.2263}"
"Here there is no issues with pm modi..we are kannadigas just decided to give lesson to our arrogant, corrupted, hopeless.. bjp candidate in our state.. that's it
Let's see in coming mp election we will give full support to our beloved modi sahab..","{'neg': 0.162, 'neu': 0.681, 'pos': 0.157, 'compound': -0.0516}"
Old pension scheme is a best agenda for GE 2024,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}"
"I was stuck in traffic for 1 hour due to modi ji campaining in bangalore fed up of that i vote congress, lol..","{'neg': 0.127, 'neu': 0.696, 'pos': 0.177, 'compound': 0.2023}"
Karnataka did not reject Modi ji...Come 2024 and we are behind him...we have rejected the state government for their failure...People of Karnataka are very smart n intelligent.,"{'neg': 0.332, 'neu': 0.464, 'pos': 0.204, 'compound': -0.5574}"
